Gene	peak.time
Tb927.1.2480	S phase
Tb927.1.2570	S phase
Tb927.1.2600	S phase
Tb927.1.2620	S phase
Tb927.1.2980	S phase
Tb927.1.2990	S phase
Tb927.1.3120	S phase
Tb927.1.3230	S phase
Tb927.1.3250	S phase
Tb927.1.3260	S phase
Tb927.1.3270	S phase
Tb927.1.3280	S phase
Tb927.1.3290	S phase
Tb927.1.3840	S phase
Tb927.1.3850	S phase
Tb927.1.3860	S phase
Tb927.1.3880	S phase
Tb927.1.3890	S phase
Tb927.1.3910	S phase
Tb927.1.3940	S phase
Tb927.1.4010	S phase
Tb927.1.4050	S phase
Tb927.1.4310	S phase
Tb927.1.4410	S phase
Tb927.1.4450	S phase
Tb927.1.450	S phase
Tb927.1.4520	S phase
Tb927.1.4760	S phase
Tb927.1.640	S phase
Tb927.1.880	S phase
Tb927.2.1250	S phase
Tb927.2.1260	S phase
Tb927.2.1600	S phase
Tb927.2.1720	S phase
Tb927.2.1780	S phase
Tb927.2.1790	S phase
Tb927.2.1800	S phase
Tb927.2.1810	S phase
Tb927.2.1920	S phase
Tb927.2.2090	S phase
Tb927.2.2190	S phase
Tb927.2.2210	S phase
Tb927.2.2260	S phase
Tb927.2.2340	S phase
Tb927.2.2370	S phase
Tb927.2.2530	S phase
Tb927.2.2580	S phase
Tb927.2.2590	S phase
Tb927.2.2650	S phase
Tb927.2.270	S phase
Tb927.2.2720	S phase
Tb927.2.280	S phase
Tb927.2.3020	S phase
Tb927.2.3180	S phase
Tb927.2.3420	S phase
Tb927.2.3660	S phase
Tb927.2.380	S phase
Tb927.2.3930	S phase
Tb927.2.4060	S phase
Tb927.2.4400	S phase
Tb927.2.4520	S phase
Tb927.2.4780	S phase
Tb927.2.4810	S phase
Tb927.2.4830	S phase
Tb927.2.4950	S phase
Tb927.2.4970	S phase
Tb927.2.4990	S phase
Tb927.2.5200	S phase
Tb927.2.5240	S phase
Tb927.2.5270	S phase
Tb927.2.5410	S phase
Tb927.2.5480	S phase
Tb927.2.5530	S phase
Tb927.2.5540	S phase
Tb927.2.5760	S phase
Tb927.2.5810	S phase
Tb927.2.5820	S phase
Tb927.2.5860	S phase
Tb927.3.1020	S phase
Tb927.3.1120	S phase
Tb927.3.1140	S phase
Tb927.3.1180	S phase
Tb927.3.1190	S phase
Tb927.3.1200	S phase
Tb927.3.1210	S phase
Tb927.3.1290	S phase
Tb927.3.1310	S phase
Tb927.3.1320	S phase
Tb927.3.1330	S phase
Tb927.3.1370	S phase
Tb927.3.1380	S phase
Tb927.3.1440	S phase
Tb927.3.1620	S phase
Tb927.3.1660	S phase
Tb927.3.1670	S phase
Tb927.3.1770	S phase
Tb927.3.1800	S phase
Tb927.3.1900	S phase
Tb927.3.2020	S phase
Tb927.3.2040	S phase
Tb927.3.2050	S phase
Tb927.3.2060	S phase
Tb927.3.2070	S phase
Tb927.3.2140	S phase
Tb927.3.2200	S phase
Tb927.3.2310	S phase
Tb927.3.2340	S phase
Tb927.3.2600	S phase
Tb927.3.2620	S phase
Tb927.3.2690	S phase
Tb927.3.2750	S phase
Tb927.3.2780	S phase
Tb927.3.3000	S phase
Tb927.3.3040	S phase
Tb927.3.3070	S phase
Tb927.3.3110	S phase
Tb927.3.3130	S phase
Tb927.3.3150	S phase
Tb927.3.3170	S phase
Tb927.3.3220	S phase
Tb927.3.3300	S phase
Tb927.3.3360	S phase
Tb927.3.3390	S phase
Tb927.3.3490	S phase
Tb927.3.3500	S phase
Tb927.3.3510	S phase
Tb927.3.3520	S phase
Tb927.3.3550	S phase
Tb927.3.3640	S phase
Tb927.3.3650	S phase
Tb927.3.3690	S phase
Tb927.3.3840	S phase
Tb927.3.3850	S phase
Tb927.3.3860	S phase
Tb927.3.3870	S phase
Tb927.3.4020	S phase
Tb927.3.4030	S phase
Tb927.3.4060	S phase
Tb927.3.4140	S phase
Tb927.3.4210	S phase
Tb927.3.4220	S phase
Tb927.3.4230	S phase
Tb927.3.4270	S phase
Tb927.3.4350	S phase
Tb927.3.4510	S phase
Tb927.3.4540	S phase
Tb927.3.4570	S phase
Tb927.3.4580	S phase
Tb927.3.4610	S phase
Tb927.3.4620	S phase
Tb927.3.4630	S phase
Tb927.3.4700	S phase
Tb927.3.4840	S phase
Tb927.3.4950	S phase
Tb927.3.4970	S phase
Tb927.3.5010	S phase
Tb927.3.5020	S phase
Tb927.3.5370	S phase
Tb927.3.5450	S phase
Tb927.3.5520	S phase
Tb927.3.790	S phase
Tb927.3.930	S phase
Tb927.4.1040	S phase
Tb927.4.1050	S phase
Tb927.4.1060	S phase
Tb927.4.1080	S phase
Tb927.4.1090	S phase
Tb927.4.1100	S phase
Tb927.4.1160	S phase
Tb927.4.1190	S phase
Tb927.4.1280	S phase
Tb927.4.1340	S phase
Tb927.4.1390	S phase
Tb927.4.1410	S phase
Tb927.4.1430	S phase
Tb927.4.1460	S phase
Tb927.4.1500	S phase
Tb927.4.1530	S phase
Tb927.4.1550	S phase
Tb927.4.1620	S phase
Tb927.4.1700	S phase
Tb927.4.1960	S phase
Tb927.4.1990	S phase
Tb927.4.2050	S phase
Tb927.4.2060	S phase
Tb927.4.2080	S phase
Tb927.4.2110	S phase
Tb927.4.2140	S phase
Tb927.4.2190	S phase
Tb927.4.2200	S phase
Tb927.4.2410	S phase
Tb927.4.2430	S phase
Tb927.4.2470	S phase
Tb927.4.2500	S phase
Tb927.4.2510	S phase
Tb927.4.2590	S phase
Tb927.4.2600	S phase
Tb927.4.2610	S phase
Tb927.4.2640	S phase
Tb927.4.2680	S phase
Tb927.4.2820	S phase
Tb927.4.2880	S phase
Tb927.4.2990	S phase
Tb927.4.3020	S phase
Tb927.4.310	S phase
Tb927.4.3160	S phase
Tb927.4.3350	S phase
Tb927.4.3380	S phase
Tb927.4.3410	S phase
Tb927.4.3730	S phase
Tb927.4.3740	S phase
Tb927.4.3890	S phase
Tb927.4.4050	S phase
Tb927.4.4110	S phase
Tb927.4.4130	S phase
Tb927.4.4150	S phase
Tb927.4.420	S phase
Tb927.4.4250	S phase
Tb927.4.4290	S phase
Tb927.4.4480	S phase
Tb927.4.4490	S phase
Tb927.4.4500	S phase
Tb927.4.4510	S phase
Tb927.4.4530	S phase
Tb927.4.4550	S phase
Tb927.4.4560	S phase
Tb927.4.4710	S phase
Tb927.4.4740	S phase
Tb927.4.4880	S phase
Tb927.4.4930	S phase
Tb927.4.5020	S phase
Tb927.4.5030	S phase
Tb927.4.5100	S phase
Tb927.4.5110	S phase
Tb927.4.5330	S phase
Tb927.4.5350	S phase
Tb927.4.5380	S phase
Tb927.4.620	S phase
Tb927.4.670	S phase
Tb927.4.800	S phase
Tb927.4.850	S phase
Tb927.4.870	S phase
Tb927.5.1010	S phase
Tb927.5.1070	S phase
Tb927.5.1120	S phase
Tb927.5.1230	S phase
Tb927.5.1320	S phase
Tb927.5.1500	S phase
Tb927.5.1680	S phase
Tb927.5.1690	S phase
Tb927.5.1770	S phase
Tb927.5.1890	S phase
Tb927.5.2020	S phase
Tb927.5.2060	S phase
Tb927.5.2090	S phase
Tb927.5.2120	S phase
Tb927.5.2140	S phase
Tb927.5.2290	S phase
Tb927.5.2300	S phase
Tb927.5.2330	S phase
Tb927.5.2410	S phase
Tb927.5.2440	S phase
Tb927.5.2700	S phase
Tb927.5.2710	S phase
Tb927.5.2800	S phase
Tb927.5.2810	S phase
Tb927.5.2820	S phase
Tb927.5.2850	S phase
Tb927.5.2880	S phase
Tb927.5.2890	S phase
Tb927.5.2900	S phase
Tb927.5.2950	S phase
Tb927.5.2980	S phase
Tb927.5.3030	S phase
Tb927.5.3040	S phase
Tb927.5.3150	S phase
Tb927.5.3160	S phase
Tb927.5.3190	S phase
Tb927.5.3230	S phase
Tb927.5.3250	S phase
Tb927.5.3280	S phase
Tb927.5.3290	S phase
Tb927.5.3320	S phase
Tb927.5.3330	S phase
Tb927.5.3380	S phase
Tb927.5.3400	S phase
Tb927.5.3430	S phase
Tb927.5.3450	S phase
Tb927.5.3480	S phase
Tb927.5.3530	S phase
Tb927.5.3540	S phase
Tb927.5.3580	S phase
Tb927.5.3630	S phase
Tb927.5.3670	S phase
Tb927.5.3680	S phase
Tb927.5.3800	S phase
Tb927.5.3880	S phase
Tb927.5.390	S phase
Tb927.5.3970	S phase
Tb927.5.4130	S phase
Tb927.5.4170	S phase
Tb927.5.4300	S phase
Tb927.5.440	S phase
Tb927.5.4430	S phase
Tb927.5.4460	S phase
Tb927.5.4520	S phase
Tb927.5.490	S phase
Tb927.5.500	S phase
Tb927.5.550	S phase
Tb927.5.710	S phase
Tb927.5.730	S phase
Tb927.5.770	S phase
Tb927.5.810	S phase
Tb927.5.840	S phase
Tb927.5.850	S phase
Tb927.6.1210	S phase
Tb927.6.1480	S phase
Tb927.6.1730	S phase
Tb927.6.1820	S phase
Tb927.6.1860	S phase
Tb927.6.1920	S phase
Tb927.6.1940	S phase
Tb927.6.1950	S phase
Tb927.6.2040	S phase
Tb927.6.2210	S phase
Tb927.6.2230	S phase
Tb927.6.2270	S phase
Tb927.6.2550	S phase
Tb927.6.2580	S phase
Tb927.6.2730	S phase
Tb927.6.2810	S phase
Tb927.6.2850	S phase
Tb927.6.2970	S phase
Tb927.6.3070	S phase
Tb927.6.3150	S phase
Tb927.6.3180	S phase
Tb927.6.3280	S phase
Tb927.6.3310	S phase
Tb927.6.3670	S phase
Tb927.6.3710	S phase
Tb927.6.3740	S phase
Tb927.6.3810	S phase
Tb927.6.3990	S phase
Tb927.6.4480	S phase
Tb927.6.4520	S phase
Tb927.6.4540	S phase
Tb927.6.4620	S phase
Tb927.6.4640	S phase
Tb927.6.4650	S phase
Tb927.6.4760	S phase
Tb927.6.5150	S phase
Tb927.6.570	S phase
Tb927.6.620	S phase
Tb927.6.650	S phase
Tb927.6.660	S phase
Tb927.6.700	S phase
Tb927.6.800	S phase
Tb927.6.870	S phase
Tb927.6.890	S phase
Tb927.6.920	S phase
Tb927.7.1030	S phase
Tb927.7.1040	S phase
Tb927.7.1090	S phase
Tb927.7.1150	S phase
Tb927.7.1190	S phase
Tb927.7.1200	S phase
Tb927.7.1210	S phase
Tb927.7.1220	S phase
Tb927.7.1230	S phase
Tb927.7.1310	S phase
Tb927.7.1360	S phase
Tb927.7.1420	S phase
Tb927.7.1570	S phase
Tb927.7.1600	S phase
Tb927.7.1650	S phase
Tb927.7.2050	S phase
Tb927.7.2060	S phase
Tb927.7.2100	S phase
Tb927.7.2110	S phase
Tb927.7.2290	S phase
Tb927.7.2300	S phase
Tb927.7.2330	S phase
Tb927.7.2550	S phase
Tb927.7.2610	S phase
Tb927.7.2680	S phase
Tb927.7.2820	S phase
Tb927.7.3000	S phase
Tb927.7.3040	S phase
Tb927.7.3050	S phase
Tb927.7.3130	S phase
Tb927.7.3230	S phase
Tb927.7.3270	S phase
Tb927.7.3280	S phase
Tb927.7.3300	S phase
Tb927.7.3310	S phase
Tb927.7.3330	S phase
Tb927.7.3340	S phase
Tb927.7.3370	S phase
Tb927.7.3400	S phase
Tb927.7.3420	S phase
Tb927.7.3550	S phase
Tb927.7.3560	S phase
Tb927.7.3610	S phase
Tb927.7.3630	S phase
Tb927.7.3650	S phase
Tb927.7.3670	S phase
Tb927.7.3740	S phase
Tb927.7.3780	S phase
Tb927.7.3820	S phase
Tb927.7.3830	S phase
Tb927.7.3850	S phase
Tb927.7.3930	S phase
Tb927.7.3980	S phase
Tb927.7.4020	S phase
Tb927.7.4080	S phase
Tb927.7.4400	S phase
Tb927.7.4450	S phase
Tb927.7.4490	S phase
Tb927.7.4530	S phase
Tb927.7.4600	S phase
Tb927.7.4640	S phase
Tb927.7.4700	S phase
Tb927.7.4730	S phase
Tb927.7.4780	S phase
Tb927.7.4820	S phase
Tb927.7.4850	S phase
Tb927.7.4880	S phase
Tb927.7.4940	S phase
Tb927.7.5050	S phase
Tb927.7.5080	S phase
Tb927.7.5090	S phase
Tb927.7.5140	S phase
Tb927.7.5160	S phase
Tb927.7.5210	S phase
Tb927.7.5220	S phase
Tb927.7.5230	S phase
Tb927.7.5280	S phase
Tb927.7.5290	S phase
Tb927.7.530	S phase
Tb927.7.5410	S phase
Tb927.7.5440	S phase
Tb927.7.5590	S phase
Tb927.7.5660	S phase
Tb927.7.5690	S phase
Tb927.7.5750	S phase
Tb927.7.580	S phase
Tb927.7.6060	S phase
Tb927.7.6070	S phase
Tb927.7.610	S phase
Tb927.7.6260	S phase
Tb927.7.6280	S phase
Tb927.7.6290	S phase
Tb927.7.6360	S phase
Tb927.7.6390	S phase
Tb927.7.6410	S phase
Tb927.7.6450	S phase
Tb927.7.6460	S phase
Tb927.7.6470	S phase
Tb927.7.6580	S phase
Tb927.7.6590	S phase
Tb927.7.6620	S phase
Tb927.7.6630	S phase
Tb927.7.6640	S phase
Tb927.7.6650	S phase
Tb927.7.6670	S phase
Tb927.7.6680	S phase
Tb927.7.6690	S phase
Tb927.7.6760	S phase
Tb927.7.6850	S phase
Tb927.7.6890	S phase
Tb927.7.6910	S phase
Tb927.7.6950	S phase
Tb927.7.6970	S phase
Tb927.7.6980	S phase
Tb927.7.7000	S phase
Tb927.7.7100	S phase
Tb927.7.7120	S phase
Tb927.7.7140	S phase
Tb927.7.7240	S phase
Tb927.7.7250	S phase
Tb927.7.7260	S phase
Tb927.7.7300	S phase
Tb927.7.7400	S phase
Tb927.7.7470	S phase
Tb927.7.820	S phase
Tb927.7.830	S phase
Tb927.7.920	S phase
Tb927.7.960	S phase
Tb927.7.990	S phase
Tb927.8.1030	S phase
Tb927.8.1050	S phase
Tb927.8.1100	S phase
Tb927.8.1130	S phase
Tb927.8.1150	S phase
Tb927.8.1160	S phase
Tb927.8.1180	S phase
Tb927.8.1250	S phase
Tb927.8.1260	S phase
Tb927.8.1270	S phase
Tb927.8.1280	S phase
Tb927.8.1300	S phase
Tb927.8.1320	S phase
Tb927.8.1360	S phase
Tb927.8.1480	S phase
Tb927.8.1500	S phase
Tb927.8.1510	S phase
Tb927.8.1540	S phase
Tb927.8.1560	S phase
Tb927.8.1590	S phase
Tb927.8.1670	S phase
Tb927.8.1680	S phase
Tb927.8.1700	S phase
Tb927.8.1830	S phase
Tb927.8.1840	S phase
Tb927.8.1870	S phase
Tb927.8.1910	S phase
Tb927.8.2060	S phase
Tb927.8.2160	S phase
Tb927.8.2220	S phase
Tb927.8.2370	S phase
Tb927.8.2390	S phase
Tb927.8.2480	S phase
Tb927.8.2520	S phase
Tb927.8.2580	S phase
Tb927.8.2610	S phase
Tb927.8.2620	S phase
Tb927.8.2630	S phase
Tb927.8.2660	S phase
Tb927.8.2710	S phase
Tb927.8.2770	S phase
Tb927.8.2810	S phase
Tb927.8.2880	S phase
Tb927.8.2920	S phase
Tb927.8.3000	S phase
Tb927.8.3020	S phase
Tb927.8.3080	S phase
Tb927.8.3100	S phase
Tb927.8.3130	S phase
Tb927.8.3140	S phase
Tb927.8.3150	S phase
Tb927.8.3160	S phase
Tb927.8.3200	S phase
Tb927.8.3250	S phase
Tb927.8.3290	S phase
Tb927.8.3340	S phase
Tb927.8.3410	S phase
Tb927.8.3590	S phase
Tb927.8.3660	S phase
Tb927.8.3680	S phase
Tb927.8.3700	S phase
Tb927.8.3710	S phase
Tb927.8.3830	S phase
Tb927.8.3940	S phase
Tb927.8.3950	S phase
Tb927.8.3970	S phase
Tb927.8.3980	S phase
Tb927.8.4050	S phase
Tb927.8.4160	S phase
Tb927.8.4210	S phase
Tb927.8.4240	S phase
Tb927.8.4310	S phase
Tb927.8.4320	S phase
Tb927.8.4460	S phase
Tb927.8.4500	S phase
Tb927.8.4540	S phase
Tb927.8.4560	S phase
Tb927.8.4590	S phase
Tb927.8.4640	S phase
Tb927.8.4780	S phase
Tb927.8.4790	S phase
Tb927.8.4840	S phase
Tb927.8.4870	S phase
Tb927.8.4940	S phase
Tb927.8.4960	S phase
Tb927.8.5090	S phase
Tb927.8.5100	S phase
Tb927.8.5110	S phase
Tb927.8.5170	S phase
Tb927.8.5200	S phase
Tb927.8.5220	S phase
Tb927.8.5250	S phase
Tb927.8.5360	S phase
Tb927.8.5370	S phase
Tb927.8.5420	S phase
Tb927.8.5580	S phase
Tb927.8.560	S phase
Tb927.8.5620	S phase
Tb927.8.5650	S phase
Tb927.8.5690	S phase
Tb927.8.5710	S phase
Tb927.8.5730	S phase
Tb927.8.5760	S phase
Tb927.8.5810	S phase
Tb927.8.5850	S phase
Tb927.8.5940	S phase
Tb927.8.5970	S phase
Tb927.8.5980	S phase
Tb927.8.6140	S phase
Tb927.8.6210	S phase
Tb927.8.6250	S phase
Tb927.8.6320	S phase
Tb927.8.6330	S phase
Tb927.8.6350	S phase
Tb927.8.6360	S phase
Tb927.8.6470	S phase
Tb927.8.6500	S phase
Tb927.8.6520	S phase
Tb927.8.6530	S phase
Tb927.8.6690	S phase
Tb927.8.6790	S phase
Tb927.8.6830	S phase
Tb927.8.6840	S phase
Tb927.8.6850	S phase
Tb927.8.6980	S phase
Tb927.8.7020	S phase
Tb927.8.7060	S phase
Tb927.8.7080	S phase
Tb927.8.7090	S phase
Tb927.8.710	S phase
Tb927.8.7100	S phase
Tb927.8.7290	S phase
Tb927.8.7380	S phase
Tb927.8.7460	S phase
Tb927.8.7480	S phase
Tb927.8.7520	S phase
Tb927.8.7730	S phase
Tb927.8.7780	S phase
Tb927.8.7800	S phase
Tb927.8.7830	S phase
Tb927.8.7840	S phase
Tb927.8.7850	S phase
Tb927.8.7950	S phase
Tb927.8.7990	S phase
Tb927.8.800	S phase
Tb927.8.8230	S phase
